_id,index,Unnamed: 0,Codigo_UF,Municipios,Estado,uf
649cbd3855516ad2537dc2f1,43,4843,32,São Roque do Canaã,Espírito Santo,ES
649cbd3855516ad2537dc2f2,44,4844,32,Serra,Espírito Santo,ES
649cbd3855516ad2537dc2f3,45,4845,32,Sooretama,Espírito Santo,ES
649cbd3855516ad2537dc2f4,46,4847,32,Venda Nova do Imigrante,Espírito Santo,ES
649cbd3855516ad2537dc2f5,47,4803,32,Guarapari,Espírito Santo,ES
649cbd3855516ad2537dc2f6,48,4823,32,Montanha,Espírito Santo,ES
649cbd3855516ad2537dc2f7,49,4801,32,Governador Lindenberg,Espírito Santo,ES
649cbd3855516ad2537dc2f8,50,4824,32,Mucurici,Espírito Santo,ES
649cbd3855516ad2537dc2f9,51,4775,32,Afonso Cláudio,Espírito Santo,ES
649cbd3855516ad2537dc2fa,52,4776,32,Água Doce do Norte,Espírito Santo,ES
649cbd3855516ad2537dc2fb,53,4802,32,Guaçuí,Espírito Santo,ES
649cbd3855516ad2537dc2fc,54,4778,32,Alegre,Espírito Santo,ES
649cbd3855516ad2537dc2fd,55,4779,32,Alfredo Chaves,Espírito Santo,ES
649cbd3855516ad2537dc2fe,56,4780,32,Alto Rio Novo,Espírito Santo,ES
649cbd3855516ad2537dc2ff,57,4781,32,Anchieta,Espírito Santo,ES
649cbd3855516ad2537dc300,58,4782,32,Apiacá,Espírito Santo,ES
649cbd3855516ad2537dc301,59,4783,32,Aracruz,Espírito Santo,ES
649cbd3855516ad2537dc302,60,4784,32,Atilio Vivacqua,Espírito Santo,ES
649cbd3855516ad2537dc303,61,4785,32,Baixo Guandu,Espírito Santo,ES
649cbd3855516ad2537dc304,62,4786,32,Barra de São Francisco,Espírito Santo,ES
649cbd3855516ad2537dc305,63,4777,32,Águia Branca,Espírito Santo,ES
649cbd3855516ad2537dc306,64,4788,32,Bom Jesus do Norte,Espírito Santo,ES
649cbd3855516ad2537dc307,65,4800,32,Fundão,Espírito Santo,ES
649cbd3855516ad2537dc308,66,4787,32,Boa Esperança,Espírito Santo,ES
649cbd3855516ad2537dc309,67,4798,32,Dores do Rio Preto,Espírito Santo,ES
649cbd3855516ad2537dc30a,68,4797,32,Domingos Martins,Espírito Santo,ES
649cbd3855516ad2537dc30b,69,4796,32,Divino de São Lourenço,Espírito Santo,ES
649cbd3855516ad2537dc30c,70,4795,32,Conceição do Castelo,Espírito Santo,ES
649cbd3855516ad2537dc30d,71,4799,32,Ecoporanga,Espírito Santo,ES
649cbd3855516ad2537dc30e,72,4793,32,Colatina,Espírito Santo,ES
649cbd3855516ad2537dc30f,73,4792,32,Castelo,Espírito Santo,ES
649cbd3855516ad2537dc310,74,4791,32,Cariacica,Espírito Santo,ES
649cbd3855516ad2537dc311,75,4790,32,Cachoeiro de Itapemirim,Espírito Santo,ES
649cbd3855516ad2537dc312,76,4789,32,Brejetuba,Espírito Santo,ES
649cbd3855516ad2537dc313,77,4794,32,Conceição da Barra,Espírito Santo,ES
649cbd3855516ad2537dc315,0,0,52,Abadia de Goiás,Goiás,GO
649cbd3855516ad2537dc316,1,244,52,Vila Boa,Goiás,GO
649cbd3855516ad2537dc317,2,88,52,Formosa,Goiás,GO
649cbd3855516ad2537dc318,3,87,52,Flores de Goiás,Goiás,GO
649cbd3855516ad2537dc319,4,86,52,Firminópolis,Goiás,GO
649cbd3855516ad2537dc31a,5,85,52,Fazenda Nova,Goiás,GO
649cbd3855516ad2537dc31b,6,84,52,Faina,Goiás,GO
649cbd3855516ad2537dc31c,7,83,52,Estrela do Norte,Goiás,GO
649cbd3855516ad2537dc31d,8,82,52,Edéia,Goiás,GO
649cbd3855516ad2537dc31e,9,81,52,Edealina,Goiás,GO
649cbd3855516ad2537dc31f,10,80,52,Doverlândia,Goiás,GO
649cbd3855516ad2537dc320,11,79,52,Divinópolis de Goiás,Goiás,GO
649cbd3855516ad2537dc321,12,78,52,Diorama,Goiás,GO
649cbd3855516ad2537dc322,13,77,52,Davinópolis,Goiás,GO
649cbd3855516ad2537dc323,14,89,52,Formoso,Goiás,GO
649cbd3855516ad2537dc324,15,76,52,Damolândia,Goiás,GO
649cbd3855516ad2537dc325,16,74,52,Cumari,Goiás,GO
649cbd3855516ad2537dc326,17,73,52,Cromínia,Goiás,GO
649cbd3855516ad2537dc327,18,72,52,Crixás,Goiás,GO
649cbd3855516ad2537dc328,19,71,52,Cristianópolis,Goiás,GO
649cbd3855516ad2537dc329,20,70,52,Cristalina,Goiás,GO
649cbd3855516ad2537dc32a,21,69,52,Corumbaíba,Goiás,GO
649cbd3855516ad2537dc32b,22,68,52,Corumbá de Goiás,Goiás,GO
649cbd3855516ad2537dc32c,23,67,52,Córrego do Ouro,Goiás,GO
649cbd3855516ad2537dc32d,24,66,52,Colinas do Sul,Goiás,GO
649cbd3855516ad2537dc32e,25,65,52,Cocalzinho de Goiás,Goiás,GO
649cbd3855516ad2537dc32f,26,64,52,Cidade Ocidental,Goiás,GO
649cbd3855516ad2537dc330,27,63,52,Chapadão do Céu,Goiás,GO
649cbd3855516ad2537dc331,28,75,52,Damianópolis,Goiás,GO
649cbd3855516ad2537dc332,29,90,52,Gameleira de Goiás,Goiás,GO
649cbd3855516ad2537dc333,30,91,52,Goianápolis,Goiás,GO
649cbd3855516ad2537dc334,31,92,52,Goiandira,Goiás,GO
649cbd3855516ad2537dc335,32,119,52,Itapirapuã,Goiás,GO
649cbd3855516ad2537dc336,33,118,52,Itapaci,Goiás,GO
649cbd3855516ad2537dc337,34,117,52,Itajá,Goiás,GO
649cbd3855516ad2537dc338,35,116,52,Itaguaru,Goiás,GO
649cbd3855516ad2537dc339,36,115,52,Itaguari,Goiás,GO
649cbd3855516ad2537dc33a,37,114,52,Itaberaí,Goiás,GO
649cbd3855516ad2537dc33b,38,113,52,Israelândia,Goiás,GO
649cbd3855516ad2537dc33c,39,112,52,Iporá,Goiás,GO
649cbd3855516ad2537dc33d,40,111,52,Ipiranga de Goiás,Goiás,GO
649cbd3855516ad2537dc33e,41,110,52,Ipameri,Goiás,GO
649cbd3855516ad2537dc33f,42,109,52,Inhumas,Goiás,GO
649cbd3855516ad2537dc340,43,108,52,Indiara,Goiás,GO
649cbd3855516ad2537dc341,44,107,52,Inaciolândia,Goiás,GO
649cbd3855516ad2537dc342,45,106,52,Iaciara,Goiás,GO
649cbd3855516ad2537dc343,46,105,52,Hidrolina,Goiás,GO
649cbd3855516ad2537dc344,47,104,52,Hidrolândia,Goiás,GO
649cbd3855516ad2537dc345,48,103,52,Heitoraí,Goiás,GO
649cbd3855516ad2537dc346,49,102,52,Guarinos,Goiás,GO
649cbd3855516ad2537dc347,50,101,52,Guarani de Goiás,Goiás,GO
649cbd3855516ad2537dc348,51,100,52,Guaraíta,Goiás,GO
649cbd3855516ad2537dc349,52,99,52,Guapó,Goiás,GO
649cbd3855516ad2537dc34a,53,98,52,Gouvelândia,Goiás,GO
649cbd3855516ad2537dc34b,54,97,52,Goiatuba,Goiás,GO
649cbd3855516ad2537dc34c,55,96,52,Goiás,Goiás,GO
649cbd3855516ad2537dc34d,56,95,52,Goianira,Goiás,GO
649cbd3855516ad2537dc34e,57,94,52,Goiânia,Goiás,GO
649cbd3855516ad2537dc34f,58,93,52,Goianésia,Goiás,GO
649cbd3855516ad2537dc350,59,62,52,Cezarina,Goiás,GO
649cbd3855516ad2537dc351,60,61,52,Ceres,Goiás,GO
649cbd3855516ad2537dc352,61,60,52,Cavalcante,Goiás,GO
649cbd3855516ad2537dc353,62,59,52,Caturaí,Goiás,GO
649cbd3855516ad2537dc354,63,27,52,Aurilândia,Goiás,GO
649cbd3855516ad2537dc355,64,26,52,Aruanã,Goiás,GO
