_id,index,Unnamed: 0,Codigo_UF,Municipios,Estado,uf
649cbab755516ad2537dbe36,64,2789,17,Lagoa da Confusão,Tocantins,TO
649cbab755516ad2537dbe37,65,2790,17,Lagoa do Tocantins,Tocantins,TO
649cbab755516ad2537dbe38,66,2791,17,Lajeado,Tocantins,TO
649cbab755516ad2537dbe39,67,2785,17,Itapiratins,Tocantins,TO
649cbab755516ad2537dbe3a,68,2723,17,Abreulândia,Tocantins,TO
649cbab755516ad2537dbe3b,69,2850,17,Silvanópolis,Tocantins,TO
649cbab755516ad2537dbe3c,70,2852,17,Sucupira,Tocantins,TO
649cbab755516ad2537dbe3d,71,2754,17,Carmolândia,Tocantins,TO
649cbab755516ad2537dbe3e,72,2753,17,Cariri do Tocantins,Tocantins,TO
649cbab755516ad2537dbe3f,73,2752,17,Campos Lindos,Tocantins,TO
649cbab755516ad2537dbe40,74,2751,17,Cachoeirinha,Tocantins,TO
649cbab755516ad2537dbe41,75,2750,17,Buriti do Tocantins,Tocantins,TO
649cbab755516ad2537dbe42,76,2749,17,Brejinho de Nazaré,Tocantins,TO
649cbab755516ad2537dbe43,77,2748,17,Brasilândia do Tocantins,Tocantins,TO
649cbab755516ad2537dbe44,78,2747,17,Bom Jesus do Tocantins,Tocantins,TO
649cbab755516ad2537dbe45,79,2746,17,Bernardo Sayão,Tocantins,TO
649cbab755516ad2537dbe46,80,2745,17,Barrolândia,Tocantins,TO
649cbab755516ad2537dbe47,81,2744,17,Barra do Ouro,Tocantins,TO
649cbab755516ad2537dbe48,82,2743,17,Bandeirantes do Tocantins,Tocantins,TO
649cbab755516ad2537dbe49,83,2742,17,Babaçulândia,Tocantins,TO
649cbab755516ad2537dbe4a,84,2741,17,Axixá do Tocantins,Tocantins,TO
649cbab755516ad2537dbe4b,85,2755,17,Carrasco Bonito,Tocantins,TO
649cbab755516ad2537dbe4c,86,2740,17,Aurora do Tocantins,Tocantins,TO
649cbab755516ad2537dbe4d,87,2738,17,Arraias,Tocantins,TO
649cbab755516ad2537dbe4e,88,2737,17,Arapoema,Tocantins,TO
649cbab755516ad2537dbe4f,89,2736,17,Araguatins,Tocantins,TO
649cbab755516ad2537dbe50,90,2735,17,Araguanã,Tocantins,TO
649cbab755516ad2537dbe51,91,2734,17,Araguaína,Tocantins,TO
649cbab755516ad2537dbe52,92,2810,17,Oliveira de Fátima,Tocantins,TO
