_id,index,Unnamed: 0,Codigo_UF,Municipios,Estado,uf
649cbab755516ad2537dbb7a,59,2849,17,São Valério,Tocantins,TO
649cbab755516ad2537dbb7b,60,2783,17,Itacajá,Tocantins,TO
649cbab755516ad2537dbb7c,61,2786,17,Itaporã do Tocantins,Tocantins,TO
649cbab755516ad2537dbb7d,62,2787,17,Jaú do Tocantins,Tocantins,TO
649cbab755516ad2537dbb7e,63,2788,17,Juarina,Tocantins,TO
649cbab755516ad2537dbb7f,64,2789,17,Lagoa da Confusão,Tocantins,TO
649cbab755516ad2537dbb80,65,2790,17,Lagoa do Tocantins,Tocantins,TO
649cbab755516ad2537dbb81,66,2791,17,Lajeado,Tocantins,TO
649cbab755516ad2537dbb82,67,2785,17,Itapiratins,Tocantins,TO
649cbab755516ad2537dbb83,68,2723,17,Abreulândia,Tocantins,TO
649cbab755516ad2537dbb84,69,2850,17,Silvanópolis,Tocantins,TO
649cbab755516ad2537dbb85,70,2852,17,Sucupira,Tocantins,TO
649cbab755516ad2537dbb86,71,2754,17,Carmolândia,Tocantins,TO
649cbab755516ad2537dbb87,72,2753,17,Cariri do Tocantins,Tocantins,TO
649cbab755516ad2537dbb88,73,2752,17,Campos Lindos,Tocantins,TO
649cbab755516ad2537dbb89,74,2751,17,Cachoeirinha,Tocantins,TO
649cbab755516ad2537dbb8a,75,2750,17,Buriti do Tocantins,Tocantins,TO
649cbab755516ad2537dbb8b,76,2749,17,Brejinho de Nazaré,Tocantins,TO
649cbab755516ad2537dbb8c,77,2748,17,Brasilândia do Tocantins,Tocantins,TO
649cbab755516ad2537dbb8d,78,2747,17,Bom Jesus do Tocantins,Tocantins,TO
649cbab755516ad2537dbb8e,79,2746,17,Bernardo Sayão,Tocantins,TO
649cbab755516ad2537dbb8f,80,2745,17,Barrolândia,Tocantins,TO
649cbab755516ad2537dbb90,81,2744,17,Barra do Ouro,Tocantins,TO
649cbab755516ad2537dbb91,82,2743,17,Bandeirantes do Tocantins,Tocantins,TO
649cbab755516ad2537dbb92,83,2742,17,Babaçulândia,Tocantins,TO
