_id,index,Unnamed: 0,Codigo_UF,Municipios,Estado,uf
649cbab655516ad2537db2e2,83,2742,17,Babaçulândia,Tocantins,TO
649cbab655516ad2537db2e3,84,2741,17,Axixá do Tocantins,Tocantins,TO
649cbab655516ad2537db2e4,85,2755,17,Carrasco Bonito,Tocantins,TO
649cbab655516ad2537db2e5,86,2740,17,Aurora do Tocantins,Tocantins,TO
649cbab655516ad2537db2e6,87,2738,17,Arraias,Tocantins,TO
649cbab655516ad2537db2e7,88,2737,17,Arapoema,Tocantins,TO
649cbab655516ad2537db2e8,89,2736,17,Araguatins,Tocantins,TO
649cbab655516ad2537db2e9,90,2735,17,Araguanã,Tocantins,TO
649cbab655516ad2537db2ea,91,2734,17,Araguaína,Tocantins,TO
649cbab655516ad2537db2eb,92,2810,17,Oliveira de Fátima,Tocantins,TO
649cbab655516ad2537db2ec,93,2732,17,Araguacema,Tocantins,TO
649cbab655516ad2537db2ed,94,2731,17,Aragominas,Tocantins,TO
649cbab655516ad2537db2ee,95,2730,17,Aparecida do Rio Negro,Tocantins,TO
649cbab655516ad2537db2ef,96,2729,17,Angico,Tocantins,TO
649cbab655516ad2537db2f0,97,2728,17,Ananás,Tocantins,TO
649cbab655516ad2537db2f1,98,2727,17,Alvorada,Tocantins,TO
649cbab655516ad2537db2f2,99,2726,17,Almas,Tocantins,TO
649cbab655516ad2537db2f3,100,2725,17,Aliança do Tocantins,Tocantins,TO
649cbab655516ad2537db2f4,101,2739,17,Augustinópolis,Tocantins,TO
649cbab655516ad2537db2f5,102,2756,17,Caseara,Tocantins,TO
649cbab655516ad2537db2f6,103,2757,17,Centenário,Tocantins,TO
649cbab655516ad2537db2f7,104,2758,17,Chapada da Natividade,Tocantins,TO
649cbab655516ad2537db2f8,105,2853,17,Taguatinga,Tocantins,TO
649cbab655516ad2537db2f9,106,2854,17,Taipas do Tocantins,Tocantins,TO
649cbab655516ad2537db2fa,107,2855,17,Talismã,Tocantins,TO
649cbab655516ad2537db2fb,108,2856,17,Tocantínia,Tocantins,TO
649cbab655516ad2537db2fc,109,2857,17,Tocantinópolis,Tocantins,TO
649cbab655516ad2537db2fd,110,2858,17,Tupirama,Tocantins,TO
649cbab655516ad2537db2fe,111,2859,17,Tupiratins,Tocantins,TO
649cbab655516ad2537db2ff,112,2860,17,Wanderlândia,Tocantins,TO
649cbab655516ad2537db300,113,2861,17,Xambioá,Tocantins,TO
649cbab655516ad2537db301,114,2780,17,Guaraí,Tocantins,TO
649cbab655516ad2537db302,115,2779,17,Goiatins,Tocantins,TO
649cbab655516ad2537db303,116,2778,17,Goianorte,Tocantins,TO
649cbab655516ad2537db304,117,2777,17,Fortaleza do Tabocão,Tocantins,TO
649cbab655516ad2537db305,118,2776,17,Formoso do Araguaia,Tocantins,TO
649cbab655516ad2537db306,119,2775,17,Filadélfia,Tocantins,TO
649cbab655516ad2537db307,120,2774,17,Figueirópolis,Tocantins,TO
649cbab655516ad2537db308,121,2773,17,Fátima,Tocantins,TO
649cbab655516ad2537db309,122,2759,17,Chapada de Areia,Tocantins,TO
649cbab655516ad2537db30a,123,2760,17,Colinas do Tocantins,Tocantins,TO
649cbab655516ad2537db30b,124,2761,17,Colméia,Tocantins,TO
649cbab655516ad2537db30c,125,2762,17,Combinado,Tocantins,TO
649cbab655516ad2537db30d,126,2763,17,Conceição do Tocantins,Tocantins,TO
649cbab655516ad2537db30e,127,2764,17,Couto Magalhães,Tocantins,TO
649cbab655516ad2537db30f,128,2851,17,Sítio Novo do Tocantins,Tocantins,TO
649cbab655516ad2537db310,129,2765,17,Cristalândia,Tocantins,TO
649cbab655516ad2537db311,130,2767,17,Darcinópolis,Tocantins,TO
649cbab655516ad2537db312,131,2768,17,Dianópolis,Tocantins,TO
