_id,index,Unnamed: 0,Codigo_UF,Municipios,Estado,uf
649cbab755516ad2537db986,115,2779,17,Goiatins,Tocantins,TO
649cbab755516ad2537db987,116,2778,17,Goianorte,Tocantins,TO
649cbab755516ad2537db988,117,2777,17,Fortaleza do Tabocão,Tocantins,TO
649cbab755516ad2537db989,118,2776,17,Formoso do Araguaia,Tocantins,TO
649cbab755516ad2537db98a,119,2775,17,Filadélfia,Tocantins,TO
649cbab755516ad2537db98b,120,2774,17,Figueirópolis,Tocantins,TO
649cbab755516ad2537db98c,121,2773,17,Fátima,Tocantins,TO
649cbab755516ad2537db98d,122,2759,17,Chapada de Areia,Tocantins,TO
649cbab755516ad2537db98e,123,2760,17,Colinas do Tocantins,Tocantins,TO
649cbab755516ad2537db98f,124,2761,17,Colméia,Tocantins,TO
649cbab755516ad2537db990,125,2762,17,Combinado,Tocantins,TO
649cbab755516ad2537db991,126,2763,17,Conceição do Tocantins,Tocantins,TO
649cbab755516ad2537db992,127,2764,17,Couto Magalhães,Tocantins,TO
649cbab755516ad2537db993,128,2851,17,Sítio Novo do Tocantins,Tocantins,TO
649cbab755516ad2537db994,129,2765,17,Cristalândia,Tocantins,TO
649cbab755516ad2537db995,130,2767,17,Darcinópolis,Tocantins,TO
649cbab755516ad2537db996,131,2768,17,Dianópolis,Tocantins,TO
649cbab755516ad2537db997,132,2769,17,Divinópolis do Tocantins,Tocantins,TO
649cbab755516ad2537db998,133,2770,17,Dois Irmãos do Tocantins,Tocantins,TO
649cbab755516ad2537db999,134,2771,17,Dueré,Tocantins,TO
649cbab755516ad2537db99a,135,2772,17,Esperantina,Tocantins,TO
649cbab755516ad2537db99b,136,2766,17,Crixás do Tocantins,Tocantins,TO
649cbab755516ad2537db99c,137,2733,17,Araguaçu,Tocantins,TO
649cbab755516ad2537db99d,138,2784,17,Itaguatins,Tocantins,TO
649cbab755516ad2537db99e,0,2809,17,Novo Jardim,Tocantins,TO
649cbab755516ad2537db99f,1,2724,17,Aguiarnópolis,Tocantins,TO
649cbab755516ad2537db9a0,2,2819,17,Peixe,Tocantins,TO
649cbab755516ad2537db9a1,3,2820,17,Pequizeiro,Tocantins,TO
649cbab755516ad2537db9a2,4,2821,17,Pindorama do Tocantins,Tocantins,TO
